ACCNUM	ENTREZID
XM_565616	1269356
XP_308965	1270283
EGK96614	1272718
EAA05370	1270883
XM_321124	1281186
XP_001688042	5667235
XM_313836	1274680
EAA00287	1280743
EAA12596	1277871
EAA01209	1281884
XM_003436906	1272003
XM_311998	1273057
XM_315174	1275890
XM_309478	1270758
EAA15038	1280205
XM_307669	1269082
EAA07758	1273113
XM_308567	1269913
XM_313707	1274566
XM_309850	1271104
EAA06849	1272409
EAA43248	1281996
XP_001689105	4576593
XM_320895	1281020
EDO63372	5668083
XM_309763	1271021
XM_309573	1270851
XP_001688280	5667694
XP_310470	1271621
XP_001230882	4576834
EAA12421	1277654
XP_316419	1276997
XM_320751	1280881
XM_311879	1272949
XM_001237141	1270161
XM_001689159	5668156
XP_311261	1272315
XP_319504	1279731
EAA09104	1274537
EAA12420	1277648
EAA05205	1270694
XP_001230463	4397778
EAA45870	1267939
EAA14711	1280062
Q7QH85	1270852
XM_321244	1281300
XP_001237865	4578391
XM_313689	1274549
XM_311417	1272459
EAA02942	1268574
EAU76370	4578407
XM_321518	1281584
XP_003436740	11176001
XM_317925	1278302
EAA04625	1269790
XP_317798	1278237
XP_317052	1277580
XM_310421	1271597
XM_001688509	1275115
XP_308658	1270003
XP_315859	4576396
EAA11880	1276565
EAA13255	1278448
EAL39310	3292150
XM_555630	1278075
XM_310600	1271747
XM_318072	1278479
EAA04118	1269977
XM_312590	1273597
XM_319209	1279485
XM_001688950	5668260
XP_309036	1270350
XP_552704	4578198
EAU76157	4577817
XP_310158	1271377
XM_003436503	1274323
XM_310261	1271463
XP_001687967	5666868
EAA09877	1275267
Q7QIV8	1270007
Q7PWH1	1279932
XP_317335	1277831
XM_309559	1270837
XP_315270	1275975
Q7QIG5	1270230
XP_001688260	5668299
XM_308950	1270268
XM_001688765	1276852
XP_318109	1278508
XP_318922	1279230
XP_308240	1269597
XP_308312	1269667
EAA44350	4578274
EAA10360	1275821
XM_319306	1279565
EAA08204	1273472
EAA00764	3291430
XM_309992	1271235
XM_319265	3292127
XP_317622	1278085
XM_001688763	1276852
XM_307411	1268841
XM_001689046	1278512
XP_552539	1280925
XP_558285	1275129
XP_552512	3291420
XM_001687869	1269761
XP_313136	1274069
XP_314020	1274814
XM_310908	1272041
XP_320171	1280327
Q7PZG4	1280764
EAA01006	1281378
XM_313929	1274737
XM_312474	1273495
XP_317944	1278321
XM_318051	1278460
XP_001689353	5667495
XP_003436303	11175557
XM_311757	1272840
EAA00973	1281537
XM_314315	1275086
XM_003436910	1271996
EAL41859	1269944
XP_003436555	1274331
XP_003435967	11175890
Q5TQ28	3291597
EAA03580	1269187
XP_319930	1280124
XM_315587	1276265
XM_001687851	1269708
XM_003436536	1274390
Q7Q022	1280476
XM_311995	1273054
XP_001237203	1270512
EAL40657	1273987
EAL41322	3290887
EAA04713	1270301
EAA10503	1275792
XM_318835	1279158
XM_310318	1271511
XM_309461	1270742
EGK96819	11176036
XP_311880	1272950
XP_003436039	1269409
XM_003436332	3290741
EAU76141	4578273
XM_319125	1279409
EAA13643	1278752
EAA11934	1276587
XM_003436810	1275944
XM_320250	1280403
EAA12618	4578340
XP_306111	1267554
EAA14815	1279807
EAA45190	1271492
EAA00862	1281664
XP_309639	1270885
XP_318039	1278448
XP_001237401	4576793
XM_306194	1267637
XM_313334	1274245
XP_309755	1271013
XM_003435863	1281461
EAA07203	1272625
XM_003436920	1271943
XP_308231	1269588
XM_321706	1281752
EDO63208	5667642
EGK97458	4577058
EAA11577	1276897
XM_311894	1272963
EAA11703	1276336
XM_314157	1274959
XM_319911	1280107
XM_311449	1272536
XP_319827	1280033
XP_003436050	1269366
Q7PF88	1269831
XP_001688450	5667429
XM_001688054	5667110
XM_314549	1275311
XM_312436	1273459
XP_316071	1276697
XP_001689075	1278418
XP_319976	1280160
XP_314313	1275084
XP_317419	1277909
XP_322013	1282018
XM_318430	1278798
XM_565746	4576132
Q7Q1U3	1279004
XP_307590	1269011
XP_313849	1274692
EAA03627	1269220
XM_001230705	4578363
EDO63868	5666864
XM_320676	1280809
EAA14735	1280096
XM_307148	1268587
XP_309653	1270925
XM_319457	1279690
XP_311713	1272801
EGK96447	1271789
XP_321726	1281769
EAA08944	1274194
EAA13780	1279498
XP_311741	1272824
XM_003435869	11176103
EDO64098	1274873
XM_307483	1268907
XM_001688675	5667205
EGK96429	1271729
XP_001689021	5668170
EAL38748	1280538
EAA06880	1272310
XP_001688757	5666976
XP_315535	1276218
XP_314316	1275087
EAA04187	1269944
EAA01020	1281558
XM_317198	1277712
XP_317405	1277896
EAL41244	3289649
XP_311699	1272788
XM_321946	1281958
EAU76115	4578365
XM_003436793	1274700
EAA05407	1270942
XP_314706	1275459
XP_311964	1273025
EAA06376	1271860
XP_311361	1272548
EAA01628	1281053
EAA06236	1271910
EAU77163	4577884
XP_309489	1270769
EAA06510	1271773
XP_003436574	11176075
XP_312564	1273571
XP_321134	1281195
EAL41298	3289606
XM_316220	1276828
XP_001688014	5667089
XM_308089	1269452
XM_310837	1271975
EAU77429	4577954
EAA09916	1275295
XM_308236	1269593
EGK96314	1270895
XP_003435772	11176097
EAL39622	3291674
EAA09212	1274664
EAL40182	3292410
XM_315374	1276068
EAA06314	1272181
XM_316797	1277341
EAA06006	1271595
EDO64808	5667993
XM_001238314	4577586
XM_318656	1279000
XM_320970	1281037
XP_319733	1279946
EAU76302	4578417
EDO64624	5666894
XP_317756	1278206
XM_321280	1281329
XM_314872	1275609
EAA04972	1270516
EAA13608	1278759
XM_003435728	1281956
XP_554880	3291301
XP_003436771	1274441
EAA11080	1276374
XP_001688993	5668189
XP_562821	4577001
EAL41731	1269580
XP_314061	1274724
XM_003436633	11175542
XM_553877	3292103
XP_308307	1269662
EAA09407	1274908
XM_001230477	4397671
Q7PQ88	1274447
XP_321505	1281575
EAL41355	3290919
EAL40780	3290728
XP_001688232	5667827
XP_003436961	1271978
XM_001688956	5668295
XP_001687950	3290356
XP_309920	1271171
XM_320634	1280768
EDO64720	5666919
XM_308088	1269444
XM_319079	1279364
XM_316619	1277175
XP_319713	1279928
XM_001237728	4576424
EGK97442	1281190
EAA13844	1279569
XM_319575	1279803
XM_312050	1273103
EAA01561	1281179
XM_319939	1280131
EDO63814	1276831
EAA05045	1270582
EAA06000	1271524
XM_312443	1273465
XM_316446	1277023
XP_317729	1278179
EAA13738	1278893
XM_312551	1273561
EAA01076	1281761
EAA14874	1279872
Q7QIY5	1269974
XM_313598	1274469
Q7QAS0	1274225
XM_320764	1280894
XM_316606	1277163
XM_001687980	1269954
XM_314185	1274983
XP_003436377	3290737
EAU76562	4576747
XP_308058	1269421
XM_312434	1273457
XM_555381	1277864
XM_317687	1278145
XM_311463	1272609
XP_321865	3290452
XM_001688012	1270062
XM_308598	1269944
XP_319583	1279815
EAA09252	1274451
EAA01473	1281321
XP_314682	1275439
EAA13927	1279437
XM_003436258	3290701
EAA03759	1269289
Q5TWT8	5666895
EAA10874	1276415
EAA09118	1274598
XM_001230648	4577582
XM_317357	1277852
XP_315948	1276585
XM_001688705	5666976
XM_319797	1280003
XM_318279	1278674
XM_317114	1277639
EAA11578	1276859
Q7Q9Q9	1274773
EAA01054	1281047
XP_319430	1279663
XM_320584	1280722
XM_308428	1269778
XP_001237544	4577407
XP_316117	1276739
XM_311381	1272469
XM_001688702	1276595
XP_311855	1272930
EAL38703	3291549
XP_003436421	1273895
EAL38978	3291848
XP_001688578	5667992
XM_311192	1272450
XP_565144	3290298
XM_001231075	4576171
XP_003436240	11175683
XM_321281	1281330
EAA10785	1277225
XM_318681	1279024
XM_001237233	4577841
XP_319721	1279935
XM_003436217	11176035
EAA13577	1278827
EAL41523	1270589
EAA06452	1271726
XM_003436947	11175865
XP_003436766	11175651
XP_001688881	5667332
XM_001687704	5666786
XM_319337	1279584
EDO64686	5667232
XP_308539	1269885
EAA10356	1275697
XM_310207	1271420
EDO64308	5666768
EAA15034	1280199
EAA06910	1272386
EAA04652	1269727
EAA13949	1279242
XM_552840	1279917
XM_320683	1280816
XP_312411	1273435
XP_308919	1270239
EAA05702	1271176
XM_001689114	5668255
EAA12410	1277824
EAA00284	1280442
EAA09430	1274865
XP_315720	1276380
EAU77473	4577582
EAA08325	1273786
XP_552209	3291479
EAA11956	1276131
EGK97289	1277162
XP_555444	3291636
EAA09273	1274527
EAA06394	1272131
XM_001688404	5667412
XM_308302	1269657
Q7Q6H6	1276510
XP_309751	1271009
XP_001688694	3290010
XM_310967	1272092
XM_001687975	1269944
XP_003436427	11175953
XM_312664	1273662
XP_552390	3291442
XP_318387	1278761
XP_312070	1273118
XM_316621	1277177
XP_321759	1281799
Q7PRL1	1272489
XP_553153	3291927
XM_316343	1276933
XM_320988	1281054
XM_308872	1270194
XP_308245	1269602
XM_003436096	1273440
XM_320574	1280712
EAA07491	1273637
EAA11457	1276288
XM_317107	1277632
EAA01748	1281738
EDO64439	1271043
XP_001230695	4577960
XP_003436310	1273038
EAA11270	1276180
XM_312177	1273222
XM_003436863	3289610
XP_001230499	4397691
XP_001688513	1274843
XP_312654	1273652
XM_318870	1279189
EGK96471	1271915
EAL39238	3292100
XP_001689055	1278211
XM_320801	1280928
EAA07922	1273564
Q7QCX8	1273113
EAA09345	1274741
XM_001230841	4576037
XP_309774	1271032
XP_310874	1272009
XP_315708	1276370
XM_313084	1274026
EAA04924	1270447
EAA08061	1273396
EDO64478	5666830
EAA04086	5667274
XP_003435747	11176055
XM_309878	3291179
EAA12741	5668181
EGK96454	1271812
XP_001688119	5667258
EAA02819	4397659
EGK97473	1281318
EAA07613	1273014
EDO64002	5668232
XM_309933	1271184
Q7PT45	5667373
EAA04162	1269962
EAA13935	3292145
EAA06526	1271961
EAA04004	1269998
EAA10198	1275440
XP_320316	1280470
EGK97226	1275027
XP_320079	1280249
XP_564289	1270715
EGK96515	1272085
CAZ78123	1274085
XP_315864	1276506
EAA05071	1270742
EDO64028	5668378
XP_308996	1270312
XP_001688126	5667283
XP_003436062	11175789
EAA09355	1274920
XP_310799	1271942
EAA08102	1273566
XM_001230394	4397602
EAA00455	1280622
XP_313338	1274249
XM_001687799	1269515
XP_003436042	1269402
EAL41157	1271653
EAA11271	1276652
XM_320005	1280183
XM_321975	1281985
EAA04794	1270380
XM_314011	1274807
EAA11129	1276096
EAA09478	1274965
EAA10322	1275668
XM_313928	1274736
XM_311928	1272994
EAA05387	1270916
XM_003437108	1270450
XM_307938	1269315
EAA04604	1269934
XM_001237549	4576789
XM_003435950	11176111
XM_315219	1275929
XM_320256	1280409
EAA11939	1276500
XM_308204	1269561
XM_318566	1278921
EAU76602	4576210
EAA10852	1276949
EDO63916	5667190
XP_001230510	4397685
XM_557157	1277082
XM_319416	1279652
XM_320720	1280853
XP_308045	1269408
XP_315813	1276466
XM_001687770	5668162
XM_311767	1272849
EAA13818	1279044
EGK97463	1281307
EAA10209	1275570
EAA09459	1274843
XM_314540	1275302
XM_308267	1269624
XM_308307	1269662
XM_316311	1276904
XM_310418	1271595
XM_316550	1277116
EAA05381	1270907
XP_321744	1281785
EGK96376	1271542
XP_001689052	5668256
XP_003436730	4576963
EAA01491	1281982
XM_001237040	4577547
XP_003436073	1269296
XP_316795	1277339
XP_003436381	1273748
XM_308821	1270149
XM_316443	1277021
EAL40636	3292356
XM_319104	1279388
EAA05236	1270849
XP_313115	1274051
XP_313180	1274105
EAA11771	1276227
XM_318963	1279268
EAA44187	1276871
XP_001238481	4577352
EAU77413	4577722
EAA07114	1272631
XP_317508	1277988
XP_001237644	4576604
XP_309508	1270787
XM_317509	1277989
XP_003436686	11175801
XM_308835	1270160
XM_001237791	4576530
XP_313467	1274359
XP_312074	1273122
EAA09508	1274750
XM_319094	1279378
EAA04228	1269916
XP_553427	3292017
XM_001237718	4576550
XP_552289	3291460
XM_562796	3290990
XP_310000	1271259
EAA12347	3291649
EDO64283	5667853
XP_317150	1277671
XM_001688998	5668249
XP_307774	1269169
XM_308784	1270112
XM_001688667	1276403
EAA09607	1275029
EAA14949	1280222
XP_316877	1277416
XP_313933	1274742
XP_319445	1279678
XM_320734	1280864
EAA01104	1281333
XM_003436593	3290919
EAA06500	1272250
EAL41838	3290331
EAU77415	1271341
Q7QHZ1	1270492
XP_313015	1273961
EAL41357	3290920
XM_555482	1277960
XP_001687978	5666911
XP_308792	1270120
Q7PNJ2	1277365
XM_320424	1280571
XM_001688270	5667562
XP_314369	1275140
XP_313857	1274700
XP_309337	1270622
XM_307995	1269366
XM_315540	1276223
XP_316519	1277086
XM_310116	1271337
XM_001688519	5668381
EAA14554	1279078
EAU77407	1271434
EDO63312	5667958
EAA06692	1272117
XM_308259	1269616
EAA04633	1269566
XM_312032	1273087
XM_315978	1276613
XM_311179	1272431
XP_318500	1278855
EAA06868	1272287
XM_308945	1270264
XP_317927	1278304
Q7QKK9	1269164
EAA12877	1277568
EAA14555	1279526
EAA13952	1279673
EGK96290	1270511
EAA08559	1273936
XM_001237171	4576648
XM_321732	1281775
EAU76032	4578032
XM_001688613	3289974
EAA08614	1274031
EGK97027	1274091
EDO64120	1274953
EAL39797	1276039
EAA04227	1270247
XM_001687752	5668357
XP_001237581	4577718
Q7QEK3	1272250
EAA01585	4576865
XM_320931	1281375
XM_320402	1280550
EGK96856	1273402
XM_003436836	11175794
EGK97596	1281784
EDO64633	1269899
EDO64063	5667262
XP_318065	1278473
EAA03803	1269302
Q7QES0	1272147
EAL38559	3290497
EAU77578	4576648
XP_309177	1270478
XM_001230802	4577880
XP_320771	1280901
EDO64612	1269857
EDO63630	5666759
XM_312021	1273077
EAA06007	1271482
XM_309064	1270384
EAL41782	3290379
XP_313608	1274478
XM_312559	1273566
XM_320563	1280701
EAA13859	1279591
EAA07055	1272502
XM_001231039	4576352
XM_560072	3290956
XM_313425	1274323
XM_309608	1270895
XM_315463	1276153
EAA06099	1271501
EGK97152	1274510
EDO63664	1276109
XP_559235	1272527
XP_553715	1279254
EAA00844	1281642
XM_319946	1280137
XP_314025	1274819
XM_001237133	4576184
Q7Q5C2	1277120
EGK96255	1270436
Q7PZ33	1280937
XM_321508	1281577
XM_309059	1270376
XP_565673	3290568
XP_317141	1277663
XM_316633	1277189
XP_317155	1277675
EGK96908	11175695
XP_316930	1277460
XP_554814	3291324
XM_307602	1269021
EDO64293	5666788
XM_314659	1275426
XM_559947	3291367
XP_001687993	5667058
XM_003435729	1281953
XM_001230700	4577952
EAA10796	1276481
EDO64608	5667324
EAU75961	4578387
XP_318687	1279030
EAA44253	1277144
EDO64821	5667663
XP_316253	1276854
EAA07060	1272550
EAL38698	3291551
EAA05275	1270801
EAL40582	3290860
XM_310674	1271820
XM_317113	1277638
EDO64122	1274953
XM_308701	1270041
XP_320609	1280744
EAA14822	1279976
Q7QC61	1273494
XP_314659	1275426
XM_314159	1274959
XM_310258	1271460
XP_310190	1271405
EAA11407	1277009
XM_316680	1277234
XP_319943	1280135
XP_311695	1272784
XM_317007	1277540
XP_001230805	4577883
XP_314285	1275103
XM_308525	1269871
XM_561285	3292605
EAA08197	1273288
EAA10875	1276455
XM_313195	1274117
EAA03791	1269269
XP_003436072	1269296
XP_565616	1269356
XP_001230929	4576955
Q7QEB0	1272330
XM_003436555	1271511
XP_310406	1271584
EAA02967	1268596
XP_313655	1274518
XM_315744	1276401
XP_001688213	5667802
EAU76795	4577120
XP_320124	1280292
XM_319699	1279914
EAA05458	3291178
XM_003436391	11175526
XM_001688623	5666939
XM_317485	1277967
XM_318966	1279271
EAA11210	1277158
EGK96923	11175744
XM_001231122	4577891
XM_001237690	1276320
XP_314362	1275133
XM_321943	1281956
Q7Q4M9	1277437
XM_308485	1269835
EAA12570	1277835
EAA14750	1280189
XP_315940	1276577
XP_003435758	11176013
XP_314465	1275230
XP_311753	1272836
XP_001230347	4397854
XP_307174	1268613
EGK96727	1273077
EAA04404	1269833
EAA11753	1276685
XM_311228	1272285
XM_321103	1281164
XM_001688825	1277073
XP_315069	1275782
XP_319239	1279512
XP_310451	1271683
XM_320066	1280237
XP_314756	1275507
Q7PK36	1279218
XM_003437028	11175722
XM_003437118	11175954
XP_001687783	1275382
XP_312440	1273462
XP_321121	1281183
EGK96693	11175541
XM_315109	1275830
XM_001237848	1277223
EAA09340	1274938
XP_308561	1269907
XP_310157	1271376
XP_001687870	1269582
XM_311571	1272670
XM_317896	1278281
XM_308523	1269869
XM_309934	1271185
XM_310061	1271298
Q7PSE3	1271251
EAA13967	1279497
XM_557569	3289870
XM_306729	1268171
EAA44293	1275978
EAU76933	4577194
XM_313348	1274255
XP_556553	3290069
XM_321974	1281984
EAA14923	1280073
XM_003437090	11176054
XP_315790	1276444
XP_560107	3292310
XM_559058	3291081
XP_314720	1275473
XM_319601	1279826
EAU75973	4578289
EAA04561	1270009
XM_003436963	1271741
XM_314835	1275574
XM_308501	1269849
XP_003436079	1269287
EAA04660	1269717
XM_001238076	4578325
XP_310437	1271608
EAA08558	1273951
XP_318757	1279087
XM_001688177	5667823
EAA03899	1269467
XM_309328	1270613
EAA07692	1273355
XM_319775	1279983
XP_319093	1279377
EAA07050	1272532
XM_315751	1276408
EDO64279	5668015
EAA08953	1274267
XM_001688179	5667828
XP_318106	1278506
CBN66178	1280462
EAA05164	1270662
EAA06251	1271923
XM_318742	1279073
EAA13853	1279409
XP_311182	1272432
EAA09108	1274505
XP_316865	1277405
EAA05937	1271399
XP_003436736	4577440
EGK97133	1274440
XM_003435991	1269409
XM_321985	1281994
EAA05782	1271240
XP_001688673	1276193
XM_310554	1271709
EAL39630	3291671
EAA09144	1274634
XP_001688653	1276083
EAA04219	1269752
XP_313176	1274101
EAA06303	1271879
XP_001688457	5667413
XP_317156	1277676
XM_564451	3291237
XM_001688045	1270148
EAL39227	3292089
XM_318518	1278872
XP_001689321	5667421
XP_310839	1271977
EAA06281	1271790
XM_001688907	1277286
XP_313879	1274713
Q7PYT5	5667630
XP_315867	1276509
XM_311493	1272584
EAU76706	4578122
EGK96683	11175878
XP_558600	1274909
EGK97651	11175975
XP_315772	1276428
XM_001689092	5668245
EDO63665	1276110
XP_320263	3291542
XM_314160	1274960
EAA12836	1277620
XP_564977	3290328
EAA04138	1270143
XM_003435882	4577132
XP_321686	1281734
EDO64348	5666771
EAA12212	1278116
EAU76409	4576090
XP_560123	3289789
XP_309676	1270941
EAL41159	3289711
XP_314737	1275489
EAA10794	1276482
XM_001238155	4578273
XP_003436787	1274480
XP_312566	1273573
XM_314997	1275713
XM_311846	1272922
EAA00261	1280729
EAA04747	1269859
EDO63229	5667650
EAA05795	1271246
XM_313135	1274068
XM_320433	1280580
EAA13066	1278323
XM_003435883	11175623
XM_003436416	11175736
XM_313091	1274031
EAA15054	1280044
XP_320046	1280219
XM_001230881	4576834
XM_003436417	11175922
XP_321808	1281842
XM_001688813	5667344
XM_001237105	4576288
EAL40076	1277037
XM_001230551	4397760
XM_321247	1281303
EAA08065	1273558
EAU76372	4578410
EGK96468	1271873
Q7QFY6	1271510
XP_003435887	1281581
XM_319561	1279741
XP_313499	1274383
EGK96508	1272058
EAA09670	1275083
XP_309738	1270999
XP_317184	1277700
XM_311609	1272707
XP_315969	1276606
XP_310404	1271582
XP_317657	1278118
EAA43252	3290430
XP_317118	1277643
EDO64711	5666869
XP_317030	1277560
EAU77243	4576160
XP_319941	1280133
XP_557360	1277272
XM_560198	1270476
XM_312518	1273533
XP_003437071	11176039
EGK96202	1269360
XM_559267	3289720
EAA06195	1271945
Q7PS92	1271577
XM_307079	1268519
EAA13785	1279614
XM_308281	1269638
XM_308708	1270047
XM_003437051	1272388
XP_321582	1281636
EAU77373	4577115
EAA04498	1269929
EAA11558	1277096
XM_321613	1281665
EAL39475	1278347
EAA04017	1270060
EAA06511	1271831
Q7PWN2	1279875
XP_313201	1274122
XM_001231082	4576627
XP_307885	1269266
XM_001688961	5668314
XP_314559	1275321
XP_319389	1279627
XP_314315	1275086
Q5TMG4	3291378
XP_319759	1279970
XP_001688478	1274747
XP_003436516	1274198
EAA04628	1269799
XP_312666	1273664
Q7PX43	1281966
XM_314060	1274865
EAU76112	4578124
XP_001687981	1269895
XP_314928	1275659
EAU76810	4576263
XM_307453	1268880
XP_317146	1277667
EAU76471	4576200
Q7Q1S2	1279032
XP_310360	1271542
EAA06812	1272324
XM_003435844	1281533
XP_310298	3290894
XP_320537	1280676
XM_003435963	1281072
EAA14249	1279255
XM_307997	1269368
EAA08723	1274134
EAU75690	4577214
XM_003436841	11175823
XM_317690	1278148
EGK96316	11175609
XP_314865	1275602
EDO64465	5667928
EAA07168	1272627
XP_001688749	1276571
XP_003436217	1273257
XM_001237246	4576063
XM_321015	1281078
XP_312538	1273549
XM_561157	3292573
EAA07716	1273130
EAA03925	1270036
XP_001230956	4576265
XM_001687982	1269954
XP_314182	1274980
XP_317330	1277826
XM_307956	1269332
XP_318443	1278810
EAA03315	1280552
XM_003435972	11176144
EAA08409	1273833
XP_316713	3290209
XM_319538	1279769
EGK96783	11175469
XP_001689030	5668239
EGK96294	1270513
XM_315438	1276128
Q7QJ52	1269879
XP_003436826	3291020
XP_314163	1274961
XM_311360	1272542
XP_319980	1280164
EAA08453	1273780
XM_321976	1281986
XM_315465	1276155
XM_001688016	5666908
XP_308800	1270128
XM_308846	1270170
EAL39544	3291733
XM_317881	1278269
XP_314071	1274881
EAA05347	1270886
XM_313806	1274654
EAA06703	1271854
XM_321343	1281432
XM_001688431	3289894
XM_315956	1276593
XP_003436476	11175462
EAL40103	3290184
XP_320711	1280844
EAA12320	1277724
EGK96903	11175449
XP_311947	1273011
XM_315833	1276479
XP_001688086	5666990
XP_317911	1278290
XP_001230639	4577645
XP_314164	1274962
XM_318608	1278951
EAA09225	1274658
XM_563593	3290637
XP_311430	1272517
XP_317220	1277733
EAU77753	1269406
XP_315929	1276566
XM_001688452	1274802
EDO64264	1272811
XM_321913	1281929
XP_308971	1270289
XM_311575	1272674
XM_314947	1275678
Q7Q5Z5	1276792
XP_001688740	1276528
XP_320741	1280871
XM_552135	3291503
XP_561563	3292664
XM_321116	1281178
XM_309808	1271063
XM_308958	1270276
XM_318250	1278650
XP_312966	1274005
XM_001238028	4578158
XP_319678	1279896
EGK96270	1270427
XP_001688786	5667302
XP_003437003	1271771
XP_314997	1275713
EAL41427	3291370
XP_321059	1281121
EAA12762	1277937
EAA08963	1274325
XP_320978	1281044
EAU76987	4576827
EAA09440	1274786
EAA11749	1276270
EAA06716	1271852
XP_001237499	4576902
EAU76137	4578431
XP_315727	1276385
XM_003436056	1273578
EAA14907	1280215
XP_003435792	11176042
XP_319776	1279984
XP_318830	1279153
XM_318516	1278870
EAA13806	1279643
XP_313147	1274078
XP_318738	1279069
XP_310841	1271979
XM_001688013	5666906
XP_314432	1275199
EAL42141	3292265
XM_320077	1280248
XP_308269	1269626
Q5TPX2	3291312
XP_001688258	5668313
XP_320688	1280821
XM_316589	1277149
XP_319262	1279534
EAA11832	1276306
XP_309961	1271211
XM_001237054	4576615
Q7QDQ9	1272677
XM_310784	1271927
XM_321571	1281626
XM_310601	1271748
Q7QN37	1268130
XM_318449	1278816
EAA14062	1279352
XP_317071	1277599
XM_319805	1280011
XP_319016	1279312
XP_322050	1282050
XM_313752	1274604
EAL41377	3291985
XP_001238113	4578355
EAL39267	3292121
EAU76147	4578224
XP_313672	1274534
EAA12777	1277494
XP_001687987	1269904
XM_315905	1276545
Q7QIS8	1270053
EAL40266	3291783
XP_556739	3290094
XP_001238215	4578143
XP_315785	1276439
XP_001230706	4578363
XP_313974	1274773
XP_318071	1278478
EAA08029	1273086
XM_001688540	5668145
XP_309173	1270474
EAU75859	4577535
XM_001238163	4578229
EDO63466	5668055
XM_315799	1276452
XM_003436534	1274390
EDO64444	5667947
XP_001688506	5667222
XP_003436580	1274388
EAA13331	1278473
XP_003436189	11175543
EAA01680	1281245
XP_559248	3291150
XP_316789	1277335
XM_319245	1279517
EAA12157	1278091
XP_319323	1279572
EAA08646	1273949
EAA44023	1276127
XP_312060	1273110
EAA14940	1280244
XP_308661	1270006
XM_320203	1280356
XM_001687787	1269400
XM_310005	1271246
XP_557990	3291822
XM_311386	1272474
EAA13594	1278793
XP_003436641	3290919
XM_564121	3291175
XM_003436817	1275942
XP_003436368	1272903
EAL41409	1271293
XM_316301	1276894
XP_321839	1281869
XP_312237	1273276
XM_310940	1272070
XP_001688370	5667420
XP_313106	1274042
XP_318424	1278792
EAA05368	1270912
EAA07516	1273420
EAA10383	1275830
XP_313623	1274491
XP_316945	1277473
XM_321277	1281326
EAA14890	1279852
EAA06513	1271802
EAA03546	1269172
XP_318795	1279124
EAA11029	1276591
EAA07718	1273415
EAA03624	1269232
EAU76945	4578491
XP_318932	1279239
EAU77760	4578112
XP_001231041	4576311
XM_320042	1280217
XM_316218	1276826
Q7Q8Q6	1275337
Q7Q991	1275110
EAA03378	1269002
EAA14919	1280179
EAU76788	4576425
XP_001689244	5667855
XP_313924	1274732
XM_001688809	5666863
XP_558103	3291119
XP_310600	1271747
XM_314341	1275117
XP_564385	1270789
XP_311877	1272946
EAA07079	1272646
XP_308535	1269881
XP_001237928	4578351
XP_001237561	4577821
XP_310089	1271316
XM_001688110	1270399
EAA13432	1278631
EAL41552	3291282
XP_312563	1273570
XM_003436901	11175495
EAA04188	1269940
XP_003437060	11175556
XM_319421	1279657
EAL41063	3291133
XP_319459	1279692
XM_308822	1270150
XM_001237386	4577929
EAA11770	1277115
XM_313812	1274658
EAA11644	1276576
XM_003435973	1281033
EAU76738	4577968
EAA12383	1278222
EGK96679	11175597
XP_309405	1270686
XM_317671	1278130
XM_321778	1281817
XP_320939	1281143
EDO64097	1274848
EAA07457	1273598
EAA11414	1277193
XP_001230940	4576839
EAA08164	1273307
Q7QIY0	1269981
EAA01154	1281184
EAA11207	1277139
XP_320623	1280757
XP_001689155	1279218
EAA11774	1276103
XP_313264	1274180
XM_320823	1280950
XP_001238118	4578373
Q7QAM6	1274286
XP_309844	4577690
XP_314824	1275567
XM_321192	1281248
EAA10274	1275520
XM_310737	1271882
XP_310395	1271573
XM_308615	1269961
XM_312268	1273303
XM_556028	3289958
EAA00108	1280472
EAA11678	1277194
XM_312523	1273538
EAU76093	4578226
XM_312908	1273877
XP_308132	1269491
XP_558461	1274757
XM_003436868	1272176
EGK96798	11175471
EAA04584	1269619
EAA11390	1276054
EAA03610	1269219
XM_313637	1274502
XP_320421	1280568
EAA14531	1278969
EAA05859	1271404
XP_565701	3292474
XP_001688212	5667965
XM_001237617	4577996
XP_003435801	1281890
XP_001688858	1276976
EAU76664	4577387
XM_001237240	4577537
EAA04648	1269541
XM_311209	1272423
Q7QDW8	1272581
XM_310096	1271321
XP_001238545	4577336
XP_313808	1274655
XM_003436084	11175811
EAL42052	4577742
EAA03787	1269263
XP_315818	1276471
EGK96660	11176106
EAA10585	1275944
EAA11513	1276975
EGK96684	1272992
XP_562379	1274198
XP_317663	1278123
EAA44373	1275562
XM_313009	1273955
XP_317164	1277683
XP_316106	1276728
EAL41411	3291962
XM_319591	1279816
XP_554380	3290943
EAA11348	1277031
XM_001237708	1276431
XP_001687919	5666876
XP_313496	1274380
XM_559779	3291976
EAA08356	1273762
EAA09303	1274686
EAL40950	3290597
EGK96872	11176074
XM_308610	1269956
XM_311317	1272369
XP_320879	1281005
XP_313777	1274626
EAA07277	1272805
XP_308179	1269537
XM_313953	3289894
EAA12325	1277908
XM_314652	1275410
EGK96631	1272804
XP_552585	3291406
XM_308860	1270183
CAX86522	1274843
Q7PP66	1277216
EAA07299	1272806
XP_555257	3291674
XP_319348	1279594
XM_003437122	1270511
EAA11626	1276540
XM_308015	1269382
XM_320758	1280888
EAA05930	1271393
Q7Q881	1275609
EAA07615	1273034
XM_001238130	4578365
XP_001237599	1275531
XM_312750	1273743
XP_308555	1269901
